Company_ID,Cluster_Profile,Industry,Employees,City,Primary_Challenge,Motivation_for_AI,Leadership_Alignment,AI_Strategy_Cohesion,Market_Hype_Impact,Responsibility_Ownership,AI_Budget_Allocation,Compliance_Feasibility,Use_Case_Prioritization,Business_Value_Tracking,Operational_Integration,Data_Collection_Breadth,Data_Quality_Management,Data_Accessibility,Cloud_Infrastructure,Tooling_BI_Adoption,API_Integration_Level,Project_Mgmt_Effectiveness,Deployment_Speed,Scaling_Capability,Workforce_AI_Skills,Leadership_AI_Familiarity,Training_Programs,Psychological_Safety,Internal_Innovation_Push,Change_Mgmt_Readiness,AI_Ethics_Awareness,Vendor_Partnership_Mgmt,Continuous_Model_Monitoring,Data_Security_Standards,Collaboration_IT_Business,Customer_Data_Usage,Employee_Data_Usage,Operational_Metrics_Usage,Automation_Degree,Future_AI_Investment
CMP-6612,2. The Curious Experimenter,Tech SME,251-500,Hamburg,Cost Reduction,2,1,2,3,2,2,2,2,1,2,3,2,3,2,1,4,3,3,2,2,3,2,2,2,1,1,2,1,1,2,1,4,2,3,2
CMP-7342,2. The Curious Experimenter,Manufacturing,51-250,Cologne,Cost Reduction,3,2,3,1,2,5,2,2,2,2,1,2,2,2,2,3,3,2,1,2,2,3,4,1,2,2,1,1,2,1,2,2,1,1,1
CMP-8427,2. The Curious Experimenter,Healthcare,1-50,Berlin,Document Processing,2,1,2,2,3,2,1,3,2,2,5,2,2,3,2,2,3,2,1,2,1,1,1,2,2,2,2,2,1,1,3,3,1,3,2
CMP-5869,2. The Curious Experimenter,Healthcare,251-500,Berlin,Search/Recommendations,2,2,2,2,2,2,2,5,2,2,2,1,2,2,4,1,3,5,2,2,3,1,2,2,3,3,5,3,3,1,1,2,2,3,1
CMP-9635,2. The Curious Experimenter,Logistics,251-500,Stuttgart,Data Insights,2,2,5,3,5,2,2,2,2,2,3,2,3,2,2,3,1,2,1,2,3,2,5,2,1,2,3,2,3,2,3,3,3,1,3
CMP-6333,2. The Curious Experimenter,Tech SME,51-250,Stuttgart,Search/Recommendations,2,2,2,5,2,2,5,2,2,2,2,2,2,4,2,2,3,2,2,2,1,2,1,2,2,2,2,2,1,2,3,2,1,3,3
CMP-2387,2. The Curious Experimenter,Healthcare,251-500,Berlin,Task Automation,2,2,2,1,2,2,3,2,3,2,1,2,1,2,2,3,2,3,2,3,3,3,2,3,2,2,2,1,2,2,3,2,3,2,3
CMP-4767,2. The Curious Experimenter,Retail,1-50,Stuttgart,Document Processing,2,2,3,2,2,2,2,2,3,1,2,1,2,3,2,3,2,2,2,3,1,2,3,2,2,2,2,4,2,2,2,2,2,2,2
CMP-6858,2. The Curious Experimenter,Healthcare,1-50,Stuttgart,Document Processing,2,2,2,2,2,2,2,2,1,2,3,1,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,4,3,2,3,3,2
CMP-9777,2. The Curious Experimenter,Healthcare,51-250,Hamburg,Customer Service Efficiency,2,2,2,2,3,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,1,2,3,1,2,3,5
CMP-8087,2. The Curious Experimenter,Logistics,1-50,Stuttgart,Cost Reduction,3,2,2,1,2,2,2,2,3,1,2,3,3,3,2,2,2,2,3,3,2,2,3,2,2,2,3,2,4,2,3,2,2,2,2
CMP-8239,2. The Curious Experimenter,Healthcare,1-50,Hamburg,Search/Recommendations,2,2,2,2,1,1,3,2,2,2,4,1,1,2,2,3,3,2,2,2,2,3,2,2,2,2,1,3,3,2,2,2,2,2,2
CMP-4500,2. The Curious Experimenter,Logistics,51-250,Cologne,Search/Recommendations,1,2,1,2,2,1,2,5,2,3,2,2,2,1,3,2,2,2,1,3,2,2,1,1,2,4,2,2,3,2,1,1,4,2,3
CMP-5167,2. The Curious Experimenter,Tech SME,251-500,Cologne,Search/Recommendations,2,2,4,2,2,2,2,2,1,3,2,2,2,1,2,4,3,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2
CMP-5194,2. The Curious Experimenter,Services,251-500,Stuttgart,Cost Reduction,2,3,2,2,1,2,1,2,2,2,1,1,3,3,1,2,2,2,2,3,2,1,2,2,2,1,3,1,3,2,1,3,5,2,3
CMP-5487,2. The Curious Experimenter,Services,1-50,Frankfurt,Task Automation,3,2,1,2,2,2,3,3,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,3,3,5,2,2,2,2,2
CMP-5626,2. The Curious Experimenter,Retail,251-500,Frankfurt,Task Automation,2,2,2,2,2,2,1,3,3,2,2,2,2,1,2,2,2,2,5,3,2,2,2,3,2,2,3,3,2,1,1,2,3,4,2
CMP-7974,2. The Curious Experimenter,Retail,251-500,Berlin,Cost Reduction,3,2,1,3,2,4,5,3,1,5,3,1,2,1,2,2,1,2,2,4,3,2,1,3,3,2,2,2,3,2,3,3,1,1,5
CMP-2137,2. The Curious Experimenter,Healthcare,251-500,Berlin,Data Insights,5,2,2,3,5,3,2,1,2,3,2,2,2,2,2,3,5,2,2,2,3,5,2,2,2,2,2,2,3,2,2,2,2,2,3
CMP-4236,2. The Curious Experimenter,Logistics,51-250,Stuttgart,Customer Service Efficiency,2,2,3,2,3,2,3,1,1,3,2,3,2,2,2,2,2,2,2,1,2,2,4,3,2,2,2,4,2,2,2,2,1,3,2
CMP-8331,2. The Curious Experimenter,Logistics,251-500,Munich,Document Processing,2,1,4,2,2,1,1,1,4,5,1,2,2,3,2,4,3,2,1,1,2,3,3,1,2,4,2,2,2,2,2,2,2,3,5
CMP-2926,2. The Curious Experimenter,Finance,251-500,Berlin,Task Automation,3,1,3,2,1,4,1,2,3,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,4,2,3,2
CMP-3600,2. The Curious Experimenter,Tech SME,51-250,Stuttgart,Data Insights,3,2,1,1,2,2,3,2,5,4,2,2,2,1,3,4,2,3,1,1,5,2,1,1,2,5,2,2,2,2,3,2,2,3,2
CMP-4282,2. The Curious Experimenter,Retail,1-50,Frankfurt,Task Automation,2,3,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,5,1,1
CMP-3412,2. The Curious Experimenter,Tech SME,1-50,Stuttgart,Task Automation,2,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,3,1,2,2,2,2,2,1,2,1,2,2
CMP-5522,2. The Curious Experimenter,Manufacturing,251-500,Berlin,Cost Reduction,1,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,5,3,2,2,2,2,5,2,2,2,1,3,4,2,2,2
CMP-4613,2. The Curious Experimenter,Healthcare,1-50,Frankfurt,Document Processing,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,1,3,3,2,3,2,2,1,2,2,2,2,2,3,2,2,3,1,2,2
CMP-3399,2. The Curious Experimenter,Finance,51-250,Berlin,Task Automation,2,2,2,2,1,2,3,4,1,2,3,3,2,2,2,2,1,3,1,3,2,1,1,2,2,1,2,1,2,2,2,2,3,2,1
CMP-4191,2. The Curious Experimenter,Manufacturing,251-500,Stuttgart,Customer Service Efficiency,2,2,2,3,2,2,2,3,4,2,2,2,1,2,2,3,2,2,2,3,2,1,2,2,2,2,3,2,5,2,2,3,2,2,2
CMP-3030,2. The Curious Experimenter,Logistics,51-250,Frankfurt,Data Insights,2,2,2,2,2,1,2,2,2,2,2,2,3,2,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1
CMP-9132,2. The Curious Experimenter,Logistics,1-50,Hamburg,Task Automation,3,2,2,3,5,2,2,2,2,3,3,2,3,2,2,3,2,3,1,3,2,1,1,2,1,1,3,3,2,2,3,2,2,1,1
CMP-6828,2. The Curious Experimenter,Finance,51-250,Munich,Search/Recommendations,2,3,2,2,1,1,2,2,1,1,2,2,3,2,2,2,2,2,1,2,2,4,2,2,2,2,3,2,2,1,2,2,1,1,3
CMP-5330,2. The Curious Experimenter,Logistics,1-50,Cologne,Document Processing,3,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,2,5,1,2,3,2,1,2,1,2,2,3,1,2
CMP-7942,2. The Curious Experimenter,Finance,251-500,Munich,Cost Reduction,2,3,2,3,1,3,2,4,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,4,2
CMP-1237,2. The Curious Experimenter,Tech SME,1-50,Frankfurt,Data Insights,2,2,3,2,2,1,2,3,1,1,1,1,2,1,3,3,1,1,2,3,3,2,2,3,2,2,2,2,2,2,3,2,2,2,1
CMP-4694,2. The Curious Experimenter,Logistics,1-50,Hamburg,Task Automation,2,3,2,2,3,2,2,3,1,2,2,2,1,3,2,2,2,3,2,2,2,2,2,2,2,5,3,1,2,2,5,2,2,3,2
CMP-6628,2. The Curious Experimenter,Retail,51-250,Munich,Cost Reduction,2,2,2,1,2,2,2,4,2,2,3,2,1,2,3,2,2,2,2,5,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2
CMP-2113,2. The Curious Experimenter,Manufacturing,51-250,Berlin,Cost Reduction,1,1,2,1,2,1,2,2,2,3,2,2,2,3,3,1,2,2,3,2,3,2,2,4,2,2,2,2,2,2,3,2,2,1,2
CMP-7237,2. The Curious Experimenter,Finance,51-250,Berlin,Document Processing,1,3,3,2,2,3,2,2,2,5,4,3,1,2,1,5,2,5,2,1,2,1,3,3,2,2,2,2,3,5,2,2,3,1,2
CMP-5107,2. The Curious Experimenter,Healthcare,51-250,Cologne,Customer Service Efficiency,2,1,2,1,3,2,4,3,3,2,2,2,2,2,2,2,3,4,2,2,2,2,2,5,2,1,2,3,2,2,1,1,3,2,2
CMP-7496,2. The Curious Experimenter,Finance,1-50,Frankfurt,Customer Service Efficiency,2,1,2,2,3,2,2,2,1,2,3,2,2,2,2,2,2,2,4,3,2,5,2,2,1,2,3,2,2,2,1,2,1,2,2
CMP-1966,2. The Curious Experimenter,Services,51-250,Berlin,Document Processing,2,3,1,2,2,2,1,2,2,2,2,2,2,1,4,2,3,2,2,2,3,3,2,3,2,2,2,3,3,3,2,2,3,1,2
CMP-7866,2. The Curious Experimenter,Finance,251-500,Cologne,Cost Reduction,1,2,2,2,1,2,1,2,3,2,2,2,4,2,2,3,2,2,1,2,1,2,3,3,2,1,1,2,1,2,3,2,2,1,1
CMP-1666,2. The Curious Experimenter,Logistics,1-50,Stuttgart,Search/Recommendations,1,1,3,1,1,2,2,2,2,2,4,2,2,2,4,2,3,2,3,2,2,5,3,3,2,1,2,2,1,2,2,2,5,1,2
CMP-7376,2. The Curious Experimenter,Services,251-500,Hamburg,Task Automation,3,2,2,1,2,2,2,2,1,2,2,2,1,4,1,2,1,1,2,1,2,3,1,2,3,3,3,2,1,2,2,2,2,2,1
CMP-4146,2. The Curious Experimenter,Finance,251-500,Berlin,Task Automation,2,2,2,2,1,3,2,2,1,2,2,1,2,3,1,2,3,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,3,3,1
CMP-2860,2. The Curious Experimenter,Retail,51-250,Berlin,Customer Service Efficiency,2,2,3,2,1,1,2,2,5,2,3,2,2,2,2,1,5,3,2,2,1,3,2,2,2,1,2,4,2,2,2,2,3,2,2
CMP-8058,2. The Curious Experimenter,Healthcare,251-500,Stuttgart,Search/Recommendations,3,5,2,1,2,1,2,2,3,2,2,2,1,2,2,2,2,2,1,2,2,5,1,2,2,2,2,2,3,2,1,2,1,2,2
CMP-4141,2. The Curious Experimenter,Logistics,1-50,Stuttgart,Data Insights,1,2,2,2,1,2,3,2,2,2,5,2,2,1,3,2,2,2,2,2,2,2,2,2,5,2,2,1,2,2,2,2,3,2,1
CMP-1632,2. The Curious Experimenter,Retail,251-500,Cologne,Document Processing,3,2,1,1,2,3,2,2,1,2,1,2,5,2,2,2,3,4,2,1,2,2,2,1,2,2,2,3,2,3,2,4,2,2,2
CMP-9391,2. The Curious Experimenter,Manufacturing,251-500,Cologne,Cost Reduction,2,2,2,1,2,3,1,2,2,2,2,1,2,3,2,1,3,1,1,2,2,2,2,3,2,1,2,2,3,2,3,3,2,1,2
CMP-5225,2. The Curious Experimenter,Retail,51-250,Cologne,Customer Service Efficiency,2,2,2,1,3,2,1,2,2,3,3,2,1,1,2,2,4,2,2,2,3,2,3,3,2,1,2,2,1,3,2,2,3,2,2
CMP-6021,2. The Curious Experimenter,Manufacturing,1-50,Hamburg,Document Processing,2,2,2,2,2,3,3,2,2,2,2,2,4,2,1,1,2,3,2,2,2,2,4,3,2,2,2,1,3,2,2,2,2,5,3
CMP-1717,2. The Curious Experimenter,Healthcare,51-250,Hamburg,Cost Reduction,1,1,2,4,5,2,1,2,2,1,2,2,3,3,2,3,2,2,3,3,2,2,2,2,1,3,1,4,2,2,2,2,3,2,3
CMP-6576,2. The Curious Experimenter,Manufacturing,251-500,Stuttgart,Search/Recommendations,2,2,1,2,3,1,2,4,3,3,2,3,5,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
CMP-3367,2. The Curious Experimenter,Services,51-250,Munich,Customer Service Efficiency,2,1,1,2,2,1,2,2,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,1,2,2,2
CMP-7596,2. The Curious Experimenter,Finance,51-250,Hamburg,Task Automation,1,2,2,1,5,2,3,2,5,2,1,2,2,3,3,1,2,3,1,3,1,2,2,1,3,1,1,3,2,2,2,2,1,3,2
CMP-5619,2. The Curious Experimenter,Healthcare,1-50,Cologne,Task Automation,5,1,2,2,3,2,2,3,4,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,4,1,2,3,2,2,2,3,2,3,1
CMP-8993,2. The Curious Experimenter,Tech SME,51-250,Stuttgart,Search/Recommendations,2,3,2,2,2,1,2,2,5,2,2,1,2,3,2,3,3,2,2,1,1,2,1,2,3,2,3,2,1,4,1,1,2,1,2
CMP-8532,2. The Curious Experimenter,Tech SME,1-50,Frankfurt,Document Processing,2,3,1,1,1,2,2,2,2,3,1,2,2,1,2,2,2,1,2,2,2,3,1,3,2,3,2,2,2,2,2,3,5,3,3
CMP-5833,2. The Curious Experimenter,Tech SME,1-50,Berlin,Task Automation,3,3,2,2,1,2,1,1,4,3,3,3,3,2,1,2,1,2,2,2,2,2,1,2,3,3,2,2,2,1,2,3,2,2,3
CMP-2807,2. The Curious Experimenter,Tech SME,1-50,Hamburg,Task Automation,2,3,3,2,2,2,1,3,3,1,2,1,3,2,4,2,2,2,2,3,3,2,2,1,2,2,4,2,3,2,3,2,2,3,1
CMP-7473,2. The Curious Experimenter,Healthcare,51-250,Cologne,Document Processing,3,3,2,1,2,1,3,1,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,1,2,1,4,2,5,2,2,3,2,1,2
CMP-7320,2. The Curious Experimenter,Logistics,251-500,Cologne,Customer Service Efficiency,1,2,2,2,2,2,5,2,3,2,2,2,2,2,2,2,3,3,2,3,2,2,1,3,2,2,2,2,2,1,1,2,2,2,2
CMP-8871,2. The Curious Experimenter,Finance,51-250,Berlin,Search/Recommendations,3,2,1,3,2,2,2,2,1,1,1,2,3,2,1,5,2,3,1,2,3,2,3,2,1,2,2,2,1,2,3,1,2,2,2
CMP-4367,2. The Curious Experimenter,Services,51-250,Stuttgart,Search/Recommendations,5,1,2,1,2,3,2,2,3,4,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,3,2,2,2,4,3,2,3
CMP-5590,2. The Curious Experimenter,Healthcare,1-50,Hamburg,Task Automation,5,3,2,3,2,3,2,2,1,1,1,2,1,2,3,1,1,3,2,3,5,2,2,2,1,2,2,2,2,2,3,2,3,2,2
CMP-8057,2. The Curious Experimenter,Logistics,51-250,Munich,Task Automation,2,3,2,2,3,2,5,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,1,1,2,2,2,1,2,4,2,3,1,3
CMP-9464,2. The Curious Experimenter,Retail,1-50,Berlin,Search/Recommendations,3,1,2,1,3,3,2,3,2,2,2,2,3,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,3
CMP-6418,2. The Curious Experimenter,Tech SME,1-50,Hamburg,Search/Recommendations,2,2,2,2,2,2,2,2,2,1,2,2,3,5,1,2,2,2,1,1,2,2,2,2,2,1,2,2,3,2,3,5,1,3,1
CMP-3714,2. The Curious Experimenter,Tech SME,251-500,Munich,Search/Recommendations,3,3,2,2,1,2,3,2,1,2,2,3,2,2,2,2,2,3,1,2,2,2,3,2,2,2,2,1,2,2,2,2,5,3,2
CMP-2130,2. The Curious Experimenter,Tech SME,1-50,Cologne,Customer Service Efficiency,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,1,3,5,3,2,1,2,2,2,2,1,1,2,2
CMP-3877,2. The Curious Experimenter,Tech SME,51-250,Berlin,Data Insights,2,2,1,3,2,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2
CMP-8441,2. The Curious Experimenter,Healthcare,51-250,Berlin,Data Insights,3,1,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,3,2,2,1,2,3,2,2,3,3,3,2,2,2,3,3,2,3
CMP-5181,2. The Curious Experimenter,Retail,51-250,Berlin,Document Processing,2,3,2,2,5,4,2,2,1,1,5,1,2,2,2,1,1,1,2,2,2,1,1,2,1,3,2,3,2,3,1,1,2,2,1
CMP-3555,2. The Curious Experimenter,Healthcare,51-250,Hamburg,Cost Reduction,2,2,5,2,2,1,2,2,5,2,2,4,2,2,4,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,2,2,3,2,4
CMP-8584,2. The Curious Experimenter,Retail,1-50,Cologne,Document Processing,2,3,1,2,1,3,3,1,4,2,2,2,5,3,2,2,2,1,2,2,2,4,2,2,2,1,2,1,2,2,2,2,2,2,1
CMP-9834,2. The Curious Experimenter,Manufacturing,51-250,Berlin,Search/Recommendations,2,1,1,5,2,2,3,3,2,1,3,2,2,2,2,2,2,2,3,2,2,2,3,3,2,1,2,5,2,3,1,2,3,2,1
CMP-1696,2. The Curious Experimenter,Tech SME,1-50,Frankfurt,Customer Service Efficiency,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,3,1,2,2,1,1,1,1,1
CMP-6702,2. The Curious Experimenter,Tech SME,51-250,Stuttgart,Cost Reduction,3,2,2,3,5,2,3,2,2,2,2,2,3,2,2,3,2,1,2,1,2,2,3,1,1,2,2,2,2,3,2,4,2,2,2
CMP-6808,2. The Curious Experimenter,Retail,251-500,Stuttgart,Data Insights,2,1,2,2,2,2,2,1,2,2,2,4,2,2,1,2,2,2,2,2,1,2,1,2,2,3,4,3,2,3,2,2,5,2,2
CMP-9318,2. The Curious Experimenter,Logistics,1-50,Munich,Data Insights,1,1,2,2,2,2,2,2,2,2,2,5,1,2,2,5,1,1,2,2,1,2,1,2,3,2,3,4,2,4,5,2,3,3,3
CMP-3999,2. The Curious Experimenter,Tech SME,51-250,Stuttgart,Document Processing,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,5,2,4,2,2,2,2,3,1,2,3,2,5,2,2,2
CMP-2755,2. The Curious Experimenter,Retail,1-50,Hamburg,Document Processing,1,3,2,2,2,1,3,3,2,1,4,2,1,3,1,3,4,2,1,2,2,3,2,2,2,3,2,2,2,1,2,3,3,3,3
CMP-6083,2. The Curious Experimenter,Tech SME,1-50,Stuttgart,Document Processing,5,2,4,2,2,2,2,2,2,1,1,2,3,3,2,2,2,2,3,5,2,2,2,2,2,4,2,3,1,2,1,3,1,3,2
CMP-6332,2. The Curious Experimenter,Retail,51-250,Frankfurt,Document Processing,2,2,2,1,1,2,2,2,1,2,3,2,2,3,2,4,2,2,2,2,2,2,3,1,2,3,1,2,1,2,2,2,2,3,3
CMP-8341,2. The Curious Experimenter,Finance,1-50,Munich,Search/Recommendations,3,2,2,1,2,3,2,2,1,1,3,3,1,2,3,3,2,1,1,1,2,1,4,2,2,3,2,2,3,2,3,2,2,2,3
CMP-2520,2. The Curious Experimenter,Retail,51-250,Hamburg,Task Automation,2,2,3,3,2,2,2,5,5,1,2,2,2,1,3,4,3,2,5,2,1,2,4,2,2,2,3,2,1,2,2,1,5,2,2
CMP-3080,2. The Curious Experimenter,Finance,51-250,Frankfurt,Data Insights,1,5,1,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,1,2,3,2,2,2,2,2,1,3,2,2,3,3,2,3,2
CMP-9883,2. The Curious Experimenter,Manufacturing,1-50,Munich,Data Insights,2,2,2,2,2,2,2,4,2,1,4,3,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2,2,2,2,4,3,2,2,2
CMP-5803,2. The Curious Experimenter,Manufacturing,251-500,Cologne,Cost Reduction,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,3,1,2,3,3,1,2,2,3,1,1,2,2,2,3,2,2,2
CMP-4141,2. The Curious Experimenter,Retail,1-50,Hamburg,Search/Recommendations,1,1,2,2,4,2,2,2,2,1,3,3,2,3,2,2,4,2,3,2,4,5,2,2,2,1,2,2,2,2,3,1,1,1,2
CMP-1894,2. The Curious Experimenter,Logistics,1-50,Frankfurt,Data Insights,2,3,2,2,3,2,1,2,1,2,1,2,2,3,2,2,2,3,2,2,2,1,2,1,2,1,5,1,4,2,4,2,2,2,2
CMP-1164,2. The Curious Experimenter,Healthcare,1-50,Stuttgart,Cost Reduction,1,2,3,1,2,1,3,1,2,2,2,1,3,3,2,2,2,2,3,2,3,2,2,3,2,2,3,2,3,2,2,2,1,2,2
CMP-2582,2. The Curious Experimenter,Tech SME,51-250,Frankfurt,Cost Reduction,2,1,3,2,2,2,2,3,3,2,1,2,3,1,3,3,2,2,2,2,2,2,3,2,3,5,2,1,2,1,4,1,3,2,2
CMP-5718,2. The Curious Experimenter,Manufacturing,51-250,Stuttgart,Data Insights,2,2,2,2,4,2,2,2,2,5,2,2,3,2,2,2,2,2,2,5,1,2,2,2,5,2,2,2,1,3,3,2,2,3,1
CMP-8010,2. The Curious Experimenter,Finance,251-500,Cologne,Document Processing,1,2,2,4,2,2,1,2,3,2,3,1,3,3,3,1,1,2,1,3,3,2,2,2,1,2,5,1,2,4,2,2,2,2,1
CMP-5468,2. The Curious Experimenter,Logistics,51-250,Frankfurt,Document Processing,2,3,2,1,1,3,2,3,2,1,3,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,1,1,3,3,1,2,1
CMP-2785,2. The Curious Experimenter,Finance,51-250,Munich,Task Automation,2,3,2,1,2,2,1,1,2,2,2,1,3,2,2,2,4,2,2,2,2,2,2,1,1,2,2,3,2,1,2,2,1,2,3
CMP-5486,2. The Curious Experimenter,Logistics,51-250,Stuttgart,Document Processing,1,2,2,1,3,1,1,2,2,3,1,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,1,2,3,2,2,2,1,3,2
CMP-3560,2. The Curious Experimenter,Retail,251-500,Berlin,Cost Reduction,1,2,2,1,2,1,2,2,1,3,2,1,2,2,1,5,5,2,2,2,2,3,2,4,2,1,3,2,2,2,2,2,2,2,3
CMP-5297,2. The Curious Experimenter,Services,51-250,Cologne,Search/Recommendations,3,1,2,2,2,2,3,2,2,1,2,4,3,3,3,2,4,3,3,2,2,2,2,1,2,2,2,2,3,2,2,2,3,1,3
CMP-5418,2. The Curious Experimenter,Services,1-50,Berlin,Data Insights,2,2,1,2,2,2,2,2,1,1,1,4,2,2,2,1,2,4,1,2,2,1,1,2,2,2,3,2,5,2,4,2,1,3,3
CMP-3178,2. The Curious Experimenter,Retail,251-500,Hamburg,Document Processing,2,2,2,2,3,1,2,3,1,3,2,4,2,3,2,1,1,2,3,2,2,2,3,1,3,2,3,2,2,2,3,2,4,1,1
CMP-1416,2. The Curious Experimenter,Tech SME,251-500,Stuttgart,Customer Service Efficiency,2,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,5,2,2,1,3,1,2,1,1,2,1,2,5,2,2,2,3,5,2
CMP-1675,2. The Curious Experimenter,Healthcare,1-50,Munich,Cost Reduction,1,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,1,2,1,2,2,1,1,3,4,2,2,2,1,2,2,3,3,1,2
CMP-7732,2. The Curious Experimenter,Services,251-500,Hamburg,Customer Service Efficiency,2,2,1,2,2,2,2,2,3,2,1,2,2,3,5,2,3,1,2,1,2,3,2,3,2,1,2,1,2,2,5,3,3,2,2
CMP-7934,2. The Curious Experimenter,Logistics,251-500,Frankfurt,Customer Service Efficiency,2,2,5,2,2,2,1,2,3,2,1,2,2,3,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2
CMP-6686,2. The Curious Experimenter,Tech SME,51-250,Berlin,Customer Service Efficiency,2,2,2,2,1,2,2,2,2,2,2,3,2,1,2,3,3,2,2,2,2,2,2,2,1,1,2,2,5,2,2,2,2,3,1
CMP-8294,2. The Curious Experimenter,Retail,51-250,Berlin,Document Processing,2,2,3,3,2,2,3,2,4,2,2,2,3,1,2,5,2,2,2,1,2,1,2,1,1,2,3,1,1,2,2,2,2,3,2
CMP-9344,2. The Curious Experimenter,Services,51-250,Berlin,Task Automation,1,4,1,3,2,2,2,2,3,5,2,1,2,2,2,2,2,2,2,3,2,1,2,2,3,3,2,4,3,2,1,1,2,2,2
CMP-4945,2. The Curious Experimenter,Retail,251-500,Stuttgart,Data Insights,2,3,2,3,2,2,1,3,5,2,2,2,2,2,3,2,2,2,1,2,2,2,4,2,2,2,2,5,1,3,2,2,2,2,2
CMP-6305,2. The Curious Experimenter,Tech SME,51-250,Berlin,Task Automation,2,2,1,2,2,2,2,3,2,2,1,1,4,2,2,4,2,3,2,1,1,2,3,3,3,2,2,3,1,2,2,1,1,1,3
CMP-6372,2. The Curious Experimenter,Tech SME,1-50,Berlin,Task Automation,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,5,2,5,3,1,2,2,2,2,4,1,2
CMP-6103,2. The Curious Experimenter,Retail,251-500,Hamburg,Data Insights,2,2,1,2,1,2,2,2,3,1,1,1,2,2,2,1,1,1,3,5,3,2,1,2,1,1,2,1,2,3,2,2,2,2,2
CMP-7023,2. The Curious Experimenter,Services,51-250,Berlin,Cost Reduction,2,2,3,2,2,2,3,2,2,1,4,1,1,3,2,3,2,1,3,2,2,1,2,2,3,3,2,2,1,2,2,1,3,2,3
CMP-7272,2. The Curious Experimenter,Services,51-250,Stuttgart,Data Insights,2,3,3,2,5,2,2,2,2,2,2,2,2,2,2,1,2,2,3,5,2,2,2,3,2,2,3,2,2,1,3,2,1,2,2
CMP-3343,2. The Curious Experimenter,Logistics,251-500,Stuttgart,Cost Reduction,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,2,1,2,5,2,1,2,2,2,2,3,2,2,3,1
CMP-2482,2. The Curious Experimenter,Logistics,1-50,Hamburg,Search/Recommendations,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,3,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1
CMP-4358,2. The Curious Experimenter,Services,251-500,Cologne,Cost Reduction,1,2,2,2,2,2,1,2,3,2,2,3,3,2,2,1,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,4,3,2,2
CMP-6661,2. The Curious Experimenter,Manufacturing,1-50,Hamburg,Document Processing,1,2,2,1,1,1,1,2,3,2,3,2,1,1,3,3,2,2,2,1,2,3,1,2,1,4,2,2,2,5,2,2,3,4,1
