Company_ID,Company_Name*,Industry*,Website,Employee_Count,City,Cluster_Profile,How is AI prioritized in management meetings?,Does a documented AI strategy or roadmap exist?,How is AI funding and investment handled?,What is your goal regarding AI vs. competitors?,How do employees generally react to the topic of AI?,"To what extent are AI capabilities and technical literacy established across your workforce? E.g. expertise in machine learning and NLP, as well as general AI literacy for non-technical staff.",How often do employees receive AI training?,"Is it ""okay"" to fail with an AI pilot project?",What types of business data do you actively collect? (Select all that apply),Do you currently use any of these technologies? (Select all that apply),"Describe the ""cleanliness"" of your business data.",How comfortable is your team with data insights?,How rigorously does your organization validate the technical and regulatory feasibility of an AI use case before committing resources?,How many AI use cases are currently active?,Do you measure the financial impact of AI projects?,To what extent does AI address concrete bottlenecks in your core business operations rather than experimental topics?,Are core processes documented and repeatable?,"How structured is your approach to planning, implementing, and delivering AI-related projects?",How long to implement a new digital tool?,Is there a defined path to move AI idea to production?,"Do you have an internal ""AI Code of Conduct""?",How strictly is data handled according to the EU AI Act?,Who is responsible for AI outcomes and errors?,What disclosure requirements exist for external partners?,To what extent do you use Cloud infrastructure?,What types of AI development tools are currently available in your organization? (Select all that apply),How easily can you scale new software company-wide?,Why are you doing this AI assessment?,Which business challenge is your top priority? (Select all that apply),How is AI influencing your organization’s strategy?,Who is the primary driver of AI within your organization? (Select all that apply),Are you in charge of AI initiatives?,Which option best describes your position and decision authority? (Select all that apply)
1472,Alpha Logistics,Hospitality,www.alpha-logistics.de,500+,Frankfurt,2. The Curious Experimenter,Occasional discussion,Rough ideas shared,Case-by-case funding,Late adopter,Proactive excitement,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Occasional webinars,Blame culture,"Product data, Website/app usage analytics",Internal (on-premise) servers,Basic digital records,Basic tool awareness,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",1-2 Active Pilots,Qualitative impact,AI initiatives are mostly exploratory and disconnected from core business bottlenecks.,Knowledge in heads,"Targeted & Results-Oriented – We use a process specifically adapted for AI (e.g., early prototyping and data-readiness checks), ensuring we don't waste resources on unfeasible ideas.",7 - 12 Months,Theoretical idea,In progress / Draft,Minimal compliance,No one responsible,Defined by Partners,Modernized On-Prem,"Cloud-based AI services (e.g., managed AI/ML platforms), A combination of pre-built and custom AI tools",Labor intensive,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Automating repetitive tasks, Enhancing search/recommendation capabilities",Strategic – AI is a key planning driver with a formal roadmap for systematic integration.,"Individual Employees / Early Adopters, Digital Transformation / Innovation Team, Executive Leadership / Board",Yes,"Data / AI Specialist, Product / Process Owner"
1416,Nexus Solutions,Finance,www.nexus-solutions.de,51-250,Berlin,2. The Curious Experimenter,Not a topic / Ignored,Rough ideas shared,Case-by-case funding,Fast Follower,Neutral / Cautious,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Never / None,Blame culture,"Product data, Employee/HR data, Website/app usage analytics","Cloud platforms (AWS, Azure, Google Cloud), Business intelligence tools (Tableau, Power BI, etc.), ERP System",Basic digital records,Basic tool awareness,Minimal / Unsure – We do not have a formal feasibility check; projects are often started based on excitement or intuition without verifying data or compliance requirements first.,Theory / Brainstorm,Qualitative impact,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",3 - 6 Months,Theoretical idea,Informal rules,High Risk / Unknown,Vague / individual assignments,Defined by Partners,Modernized On-Prem,"A combination of pre-built and custom AI tools, No AI development tools are currently available (Exclusive option), Not sure",Labor intensive,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Enhancing search/recommendation capabilities, Automating repetitive tasks, Other",No Impact – We have not assessed AI trends and have no documented strategy regarding them.,"External Partners / Consultants, Data Science / Analytics Specialists",Yes,"Executive / C-level, IT / Technology Management"
224,Nexus Digital,Retail,www.nexus-digital.de,51-250,Berlin,2. The Curious Experimenter,Rare mention in meetings,Rough ideas shared,No budget available,Late adopter,Fear / Resistance,"Unaware / Non-Existent - We lack clarity on our current AI proficiency, and there are no identifiable AI skills or initiatives within the workforce.",Occasional webinars,Failure is punished,"Limited data collection (Exclusive option), Sales and transaction data","Business intelligence tools (Tableau, Power BI, etc.), ERP System, Internal (on-premise) servers",Partially cleaned,Basic tool awareness,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Theory / Brainstorm,Strict Financial ROI,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Knowledge in heads,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",7 - 12 Months,Theoretical idea,In progress / Draft,High Risk / Unknown,Vague / individual assignments,Defined by Partners,Hybrid Cloud setup,"A combination of pre-built and custom AI tools, Cloud-based AI services (e.g., managed AI/ML platforms), No AI development tools are currently available (Exclusive option)",Labor intensive,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Other, Improving customer service efficiency",Strategic – AI is a key planning driver with a formal roadmap for systematic integration.,"External Partners / Consultants, Data Science / Analytics Specialists, IT / Technology Department",Sometimes,"Business Analyst / Strategy / Innovation role, External Consultant / Advisor, Executive / C-level"
434,Iron Digital,Construction,www.iron-digital.de,51-250,Cologne,2. The Curious Experimenter,Occasional discussion,Rough ideas shared,Case-by-case funding,Late adopter,Skeptical / Passive,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Occasional webinars,Failure is punished,Product data,"CRM systems (Salesforce, HubSpot, etc.), Internal (on-premise) servers",Partially cleaned,Basic tool awareness,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Not started,Qualitative impact,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,Undefined / Ad-hoc – We do not have a set process for AI projects; tasks are handled as they arise without formal planning or clear ownership.,7 - 12 Months,Theoretical idea,In progress / Draft,Minimal compliance,Vague / individual assignments,Defined by Partners,Fully On-Premise,"Not sure, Custom AI or machine learning development tools",Labor intensive,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Automating repetitive tasks, Better data analysis and insights, Personalizing customer experiences",Innovative – We leverage AI to redefine our business model and set industry standards.,Sales & Marketing,Sometimes,"Data / AI Specialist, Business Analyst / Strategy / Innovation role, Senior Management"
596,Alpha Group,Healthcare,www.alpha-group.de,1-50,Berlin,2. The Curious Experimenter,Rare mention in meetings,Rough ideas shared,Ad-hoc project funds,Late adopter,Skeptical / Passive,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Irregular workshops,Blame culture,"Customer interactions (emails, chats, calls), Financial and operational metrics, Limited data collection (Exclusive option)","Internal (on-premise) servers, Business intelligence tools (Tableau, Power BI, etc.), CRM systems (Salesforce, HubSpot, etc.)",Messy / Siloed,Data-driven experts,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",1-2 Active Pilots,Defined KPI tracking,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Rough checklists,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",7 - 12 Months,Theoretical idea,In progress / Draft,Basic GDPR active,Shared responsibility,Medium,Modernized On-Prem,Not sure,Manual/Painful,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Improving customer service efficiency, Automating repetitive tasks, Other",Reactive – We acknowledge the trend but only respond to external pressures on an ad-hoc basis.,Data Science / Analytics Specialists,Yes,"Executive / C-level, External Consultant / Advisor, Product / Process Owner"
159,Iron Solutions,Logistics,www.iron-solutions.de,500+,Berlin,2. The Curious Experimenter,Rare mention in meetings,High-level draft exists,Ad-hoc project funds,Avoidance / Refusal,Fear / Resistance,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Occasional webinars,Blame culture,"Website/app usage analytics, Sales and transaction data","Cloud platforms (AWS, Azure, Google Cloud), API integrations between systems",Basic digital records,Basic tool awareness,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Theory / Brainstorm,Cost tracking only,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Rough checklists,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",> 1 Year,Automated deployment,Audited Governance,High Risk / Unknown,Vague / individual assignments,Defined by Partners,Modernized On-Prem,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools)",Labor intensive,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Better data analysis and insights, Automating repetitive tasks, Improving customer service efficiency",Reactive – We acknowledge the trend but only respond to external pressures on an ad-hoc basis.,"Data Science / Analytics Specialists, External Partners / Consultants, Sales & Marketing",Sometimes,"Senior Management, Product / Process Owner, External Consultant / Advisor"
123,Nexus SME,Finance,www.nexus-sme.de,51-250,Düsseldorf,2. The Curious Experimenter,Rare mention in meetings,High-level draft exists,Case-by-case funding,Avoidance / Refusal,Skeptical / Passive,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Occasional webinars,Blame culture,Sales and transaction data,"API integrations between systems, E-commerce platforms (Shopify, WooCommerce, etc.), Business intelligence tools (Tableau, Power BI, etc.)",Basic digital records,Basic tool awareness,Minimal / Unsure – We do not have a formal feasibility check; projects are often started based on excitement or intuition without verifying data or compliance requirements first.,Theory / Brainstorm,Cost tracking only,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Standard SOPs,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",7 - 12 Months,Case-by-case choice,Implemented policy,Privacy-by-design,Vague / individual assignments,Unknown,Modernized On-Prem,Not sure,Labor intensive,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,Automating repetitive tasks,No Impact – We have not assessed AI trends and have no documented strategy regarding them.,"Individual Employees / Early Adopters, IT / Technology Department, Executive Leadership / Board",No,"External Consultant / Advisor, Executive / C-level, Data / AI Specialist"
78,Iron GmbH,Healthcare,www.iron-gmbh.de,51-250,Munich,2. The Curious Experimenter,Rare mention in meetings,Rough ideas shared,No budget available,Late adopter,Skeptical / Passive,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Occasional webinars,Blame culture,"Customer feedback and reviews, Limited data collection (Exclusive option), Financial and operational metrics","E-commerce platforms (Shopify, WooCommerce, etc.), Cloud platforms (AWS, Azure, Google Cloud)",Basic digital records,Basic tool awareness,Minimal / Unsure – We do not have a formal feasibility check; projects are often started based on excitement or intuition without verifying data or compliance requirements first.,1-2 Active Pilots,Cost tracking only,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Rough checklists,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",7 - 12 Months,Theoretical idea,In progress / Draft,Minimal compliance,Vague / individual assignments,Defined by Partners,Fully On-Premise,"Not sure, Custom AI or machine learning development tools",Manual/Painful,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Reducing operational costs, Other",No Impact – We have not assessed AI trends and have no documented strategy regarding them.,"Executive Leadership / Board, Operations & Supply Chain, Data Science / Analytics Specialists",Sometimes,Project / Program Manager
258,Zenith GmbH,Hospitality,www.zenith-gmbh.de,51-250,Stuttgart,2. The Curious Experimenter,Rare mention in meetings,Rough ideas shared,Dedicated Dept. budget,Late adopter,Fear / Resistance,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Irregular workshops,Failure is punished,Website/app usage analytics,API integrations between systems,Messy / Siloed,Basic tool awareness,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Cost tracking only,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Standard SOPs,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",< 4 Weeks,Case-by-case choice,Informal rules,Minimal compliance,Dedicated AI Officer,Minimal,Modernized On-Prem,A combination of pre-built and custom AI tools,Manual/Painful,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,Other,Reactive – We acknowledge the trend but only respond to external pressures on an ad-hoc basis.,"IT / Technology Department, Digital Transformation / Innovation Team, Executive Leadership / Board",Yes,"Business Analyst / Strategy / Innovation role, External Consultant / Advisor"
889,Vantage Solutions,Healthcare,www.vantage-solutions.de,251-500,Frankfurt,2. The Curious Experimenter,Rare mention in meetings,Rough ideas shared,Ad-hoc project funds,Late adopter,Skeptical / Passive,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Occasional webinars,Blame culture,"Financial and operational metrics, Sales and transaction data","None of the above (Exclusive option), CRM systems (Salesforce, HubSpot, etc.)",Messy / Siloed,Comfortable with KPIs,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Not started,No tracking,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Rough checklists,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",< 4 Weeks,Theoretical idea,In progress / Draft,Basic GDPR active,Vague / individual assignments,Defined by Partners,Modernized On-Prem,"Not sure, No AI development tools are currently available (Exclusive option)",Manual/Painful,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Better data analysis and insights, Enhancing search/recommendation capabilities, Reducing operational costs",No Impact – We have not assessed AI trends and have no documented strategy regarding them.,Operations & Supply Chain,Yes,"Executive / C-level, Project / Program Manager, Senior Management"
272,Alpha Logistics,Healthcare,www.alpha-logistics.de,1-50,Frankfurt,2. The Curious Experimenter,Rare mention in meetings,Rough ideas shared,Ad-hoc project funds,Late adopter,Skeptical / Passive,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Continuous learning,Blame culture,"Customer feedback and reviews, Website/app usage analytics, Limited data collection (Exclusive option)","API integrations between systems, Internal (on-premise) servers, CRM systems (Salesforce, HubSpot, etc.)",Basic digital records,Basic tool awareness,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Theory / Brainstorm,No tracking,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",> 1 Year,Case-by-case choice,In progress / Draft,High Risk / Unknown,Vague / individual assignments,Defined by Partners,Fully On-Premise,"A combination of pre-built and custom AI tools, Custom AI or machine learning development tools, Not sure",Labor intensive,External Pressure – We are responding to external hype or competitor moves without a clear internal goal.,"Better data analysis and insights, Automating repetitive tasks",Innovative – We leverage AI to redefine our business model and set industry standards.,External Partners / Consultants,No,"Senior Management, Operational Staff / Domain Expert"
953,Iron Logistics,Construction,www.iron-logistics.de,51-250,Düsseldorf,2. The Curious Experimenter,Core strategic pillar,Rough ideas shared,No budget available,Late adopter,Neutral / Cautious,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Occasional webinars,Blame culture,"Customer feedback and reviews, Website/app usage analytics, Product data","CRM systems (Salesforce, HubSpot, etc.), E-commerce platforms (Shopify, WooCommerce, etc.)",Basic digital records,Data-driven experts,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",Theory / Brainstorm,No tracking,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Rough checklists,"Targeted & Results-Oriented – We use a process specifically adapted for AI (e.g., early prototyping and data-readiness checks), ensuring we don't waste resources on unfeasible ideas.",> 1 Year,No plan,In progress / Draft,Minimal compliance,Vague / individual assignments,Defined by Partners,Modernized On-Prem,"Cloud-based AI services (e.g., managed AI/ML platforms)",Labor intensive,Readiness Check – We aim to evaluate our technical infrastructure and workforce skills for upcoming scaling.,"Personalizing customer experiences, Improving customer service efficiency, Automating repetitive tasks",Innovative – We leverage AI to redefine our business model and set industry standards.,"Digital Transformation / Innovation Team, External Partners / Consultants, Individual Employees / Early Adopters",No,"Senior Management, External Consultant / Advisor, Operational Staff / Domain Expert"
1368,Iron GmbH,Finance,www.iron-gmbh.de,251-500,Cologne,2. The Curious Experimenter,Rare mention in meetings,High-level draft exists,Ad-hoc project funds,Late adopter,Skeptical / Passive,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Irregular workshops,Blame culture,Product data,ERP System,Basic digital records,Comfortable with KPIs,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Theory / Brainstorm,Defined KPI tracking,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Partially documented,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",7 - 12 Months,Case-by-case choice,In progress / Draft,High Risk / Unknown,Vague / individual assignments,Defined by Partners,Hybrid Cloud setup,"Not sure, Custom AI or machine learning development tools, A combination of pre-built and custom AI tools",Manual/Painful,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Streamlining document processing, Other, Personalizing customer experiences",Innovative – We leverage AI to redefine our business model and set industry standards.,Digital Transformation / Innovation Team,Sometimes,"Data / AI Specialist, Project / Program Manager, Executive / C-level"
564,Blue Harbor Solutions,Retail,www.blue-harbor-solutions.de,51-250,Munich,2. The Curious Experimenter,Not a topic / Ignored,Rough ideas shared,Case-by-case funding,Late adopter,Skeptical / Passive,"Unaware / Non-Existent - We lack clarity on our current AI proficiency, and there are no identifiable AI skills or initiatives within the workforce.",Occasional webinars,Failure is punished,"Product data, Customer interactions (emails, chats, calls)","Business intelligence tools (Tableau, Power BI, etc.)",Basic digital records,Struggling / No skill,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Theory / Brainstorm,Qualitative impact,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Rough checklists,"High-Velocity Delivery – Our implementation engine is highly efficient; we can rapidly move from a ""Proof of Concept"" to a live tool with minimal friction and clear ROI tracking.",7 - 12 Months,Theoretical idea,In progress / Draft,Minimal compliance,Vague / individual assignments,Defined by Partners,Modernized On-Prem,"Cloud-based AI services (e.g., managed AI/ML platforms), Not sure, Custom AI or machine learning development tools",Labor intensive,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Other, Improving customer service efficiency",Innovative – We leverage AI to redefine our business model and set industry standards.,IT / Technology Department,Yes,"External Consultant / Advisor, Senior Management, Project / Program Manager"
1021,Quantum Logistics,Manufacturing,www.quantum-logistics.de,1-50,Hamburg,2. The Curious Experimenter,Rare mention in meetings,High-level draft exists,Case-by-case funding,Late adopter,Skeptical / Passive,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Never / None,Failure is punished,"Customer interactions (emails, chats, calls), Employee/HR data, Product data","CRM systems (Salesforce, HubSpot, etc.)",Messy / Siloed,Basic tool awareness,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Theory / Brainstorm,No tracking,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Standard SOPs,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",> 1 Year,No plan,Informal rules,Minimal compliance,Vague / individual assignments,Defined by Partners,Modernized On-Prem,"Cloud-based AI services (e.g., managed AI/ML platforms), Custom AI or machine learning development tools, No AI development tools are currently available (Exclusive option)",Instant/Auto-scaling,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Improving customer service efficiency, Personalizing customer experiences, Other",Innovative – We leverage AI to redefine our business model and set industry standards.,"Executive Leadership / Board, IT / Technology Department",No,"IT / Technology Management, Product / Process Owner, Executive / C-level"
1255,Alpha Solutions,Healthcare,www.alpha-solutions.de,1-50,Stuttgart,2. The Curious Experimenter,Rare mention in meetings,Rough ideas shared,Case-by-case funding,Late adopter,Skeptical / Passive,"Unaware / Non-Existent - We lack clarity on our current AI proficiency, and there are no identifiable AI skills or initiatives within the workforce.",Irregular workshops,Blame culture,"Product data, Website/app usage analytics",API integrations between systems,Basic digital records,Struggling / No skill,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Theory / Brainstorm,No tracking,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Rough checklists,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",7 - 12 Months,Theoretical idea,Informal rules,Basic GDPR active,Vague / individual assignments,Defined by Partners,Hybrid Cloud setup,Not sure,Labor intensive,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Other, Streamlining document processing",Exploratory – We monitor trends and have initiated pilot projects to address specific needs.,"Data Science / Analytics Specialists, External Partners / Consultants",Yes,"Data / AI Specialist, Senior Management, IT / Technology Management"
1211,Peak Group,Logistics,www.peak-group.de,1-50,Hamburg,2. The Curious Experimenter,Rare mention in meetings,High-level draft exists,No budget available,Late adopter,Skeptical / Passive,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Occasional webinars,Learning from errors,Employee/HR data,"API integrations between systems, Cloud platforms (AWS, Azure, Google Cloud), E-commerce platforms (Shopify, WooCommerce, etc.)",Basic digital records,Comfortable with KPIs,"Structured Validation – We use a clear ""Go/No-Go"" process for every use case that validates data readiness, process alignment, and regulatory compliance before any budget is released.",1-2 Active Pilots,Cost tracking only,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Knowledge in heads,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",7 - 12 Months,Theoretical idea,In progress / Draft,High Risk / Unknown,Vague / individual assignments,Unknown,Fully On-Premise,No AI development tools are currently available (Exclusive option),Manual/Painful,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Reducing operational costs, Other, Enhancing search/recommendation capabilities",No Impact – We have not assessed AI trends and have no documented strategy regarding them.,"Data Science / Analytics Specialists, IT / Technology Department, Executive Leadership / Board",No,Data / AI Specialist
1323,Vantage AG,Logistics,www.vantage-ag.de,500+,Düsseldorf,2. The Curious Experimenter,Rare mention in meetings,Rough ideas shared,Case-by-case funding,Proactive innovator,Proactive excitement,"Unaware / Non-Existent - We lack clarity on our current AI proficiency, and there are no identifiable AI skills or initiatives within the workforce.",Occasional webinars,Blame culture,"Employee/HR data, Sales and transaction data, Website/app usage analytics","Cloud platforms (AWS, Azure, Google Cloud), Business intelligence tools (Tableau, Power BI, etc.), API integrations between systems",Partially cleaned,Comfortable with KPIs,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Theory / Brainstorm,No tracking,AI initiatives are mostly exploratory and disconnected from core business bottlenecks.,Partially documented,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",> 1 Year,No plan,Informal rules,Minimal compliance,Shared responsibility,Defined by Partners,Fully On-Premise,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools), No AI development tools are currently available (Exclusive option)",Labor intensive,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Other, Automating repetitive tasks, Personalizing customer experiences",Reactive – We acknowledge the trend but only respond to external pressures on an ad-hoc basis.,"IT / Technology Department, Individual Employees / Early Adopters",Yes,"Senior Management, Executive / C-level"
1110,Vantage Group,Healthcare,www.vantage-group.de,500+,Frankfurt,2. The Curious Experimenter,Occasional discussion,High-level draft exists,Case-by-case funding,Late adopter,Skeptical / Passive,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Occasional webinars,Blame culture,"Website/app usage analytics, Customer feedback and reviews, Customer interactions (emails, chats, calls)",Internal (on-premise) servers,Basic digital records,Struggling / No skill,Minimal / Unsure – We do not have a formal feasibility check; projects are often started based on excitement or intuition without verifying data or compliance requirements first.,AI embedded in product,No tracking,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Rough checklists,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",7 - 12 Months,Theoretical idea,In progress / Draft,Minimal compliance,Vague / individual assignments,Minimal,Modernized On-Prem,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools), Cloud-based AI services (e.g., managed AI/ML platforms)",Standard IT process,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Other, Streamlining document processing",Strategic – AI is a key planning driver with a formal roadmap for systematic integration.,"No Clear Internal Driver, IT / Technology Department",No,"Product / Process Owner, Business Analyst / Strategy / Innovation role, IT / Technology Management"
253,Skyline Solutions,Manufacturing,www.skyline-solutions.de,251-500,Munich,2. The Curious Experimenter,Rare mention in meetings,Rough ideas shared,Case-by-case funding,Avoidance / Refusal,Skeptical / Passive,"Unaware / Non-Existent - We lack clarity on our current AI proficiency, and there are no identifiable AI skills or initiatives within the workforce.",Occasional webinars,Blame culture,Financial and operational metrics,"Business intelligence tools (Tableau, Power BI, etc.), Internal (on-premise) servers",Basic digital records,Basic tool awareness,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Theory / Brainstorm,Cost tracking only,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Rough checklists,Undefined / Ad-hoc – We do not have a set process for AI projects; tasks are handled as they arise without formal planning or clear ownership.,7 - 12 Months,Theoretical idea,Audited Governance,Minimal compliance,Vague / individual assignments,Minimal,Modernized On-Prem,"Not sure, No AI development tools are currently available (Exclusive option)",Labor intensive,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,Other,Exploratory – We monitor trends and have initiated pilot projects to address specific needs.,IT / Technology Department,No,"Operational Staff / Domain Expert, Business Analyst / Strategy / Innovation role"
